_source,cust_guid,history,md5,model,notes,observed,platform,related_intent,requesttype,routed,subtags,tag,tagsource,text,timestamp,weight
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 58}",326859410925102016Comcast.cust,,dd3acd1eb6a54fdef5953cfb4efeb0b5,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.645829 by fwph""]",BS,,,,BS,,BST,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 347}",How can I upgrade my cable box,2017-01-23T20:55:21.628000+00:00,0.8571428571428571
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 59}",383921091117082016Comcast.cust,,b28ac4f24c3dee732fbe54092e67f077,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.645864 by fwph""]",BST,,,,BS,,BS,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 137}",How can i add a channel to my line up,2017-01-25T18:02:04.881000+00:00,0.8125
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 60}",302926330819112013Comcast.USRIMS,,c28e1e8145e181df1ced44e2ebd17290,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.645896 by fwph""]",BS,,,,BS,,R,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 257}",How do I add a device,2017-01-25T14:43:09.889000+00:00,0.5384615384615384
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 61}",234350120618022014Comcast.USRIMS,,97b54637c9a8b7ac4ac4aeed2b8cc85e,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.645928 by fwph""]",RIW,,,,RIW,,RIW,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 46}",How do I change wifi password,2017-01-24T22:19:16.643000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 62}",295639471406022008Comcast.USR5JR,,c336a64988f05506b32f4f4da6312bf5,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.645959 by fwph""]",LN,,,,LN,,LN,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 39}",How do I find master pin,2017-01-29T01:47:21.326000+00:00,0.375
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 63}",452707510619022016Comcast.cust,,fe60670022a1e39f41de4f6539fda384,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.645994 by fwph""]",BS,,,,B,,BS,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 107}",How much to add another box,2017-01-27T03:34:05.519000+00:00,0.8125
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 64}",474804320309012017Comcast.cust,,cd21e4c6600e10a056d7af1bab5e7616,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646026 by fwph""]",BST,,,,BS,,BST,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 78}",How to add a channel,2017-01-23T21:12:34.734000+00:00,0.8571428571428571
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 65}",322725140405112016Comcast.cust,,972cdde55b151a7a62810bc41b8d2363,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646059 by fwph""]",RHT,,,,RH,,RHT,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 278}",How to change arm time from home touchscreen,2017-01-22T16:19:41.180000+00:00,0.3333333333333333
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 66}",423848231107122013Comcast.USRIMS,,c40c05faabebb60acabef95cccd828a4,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646124 by fwph""]",B,,,,BC,,RT,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 27}",How to get rid of close caption,2017-01-23T03:18:22.074000+00:00,0.35294117647058826
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 67}",802654590230112016Comcast.cust,,c29dac99a8fcdb933e1378fb88de61d1,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646172 by fwph""]",RTV,,,,RTV,,ATT,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 83}",How to record a program remotely,2017-01-22T18:29:41.304000+00:00,0.36363636363636365
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 68}",100302230904082014Comcast.USRIMS,B,4a829e7174581102001bc0176b642910,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646204 by fwph"", ""2017-07-21T17:01:05.601745: autotagged by fwph (source note: BAU redirects to BA but we want to start tagging 'update' specific queries here as this intent will eventually be built out)""]",BB,,,,B,,BAU,"('tagquestions20170713.csv', '', 6)",How to switch names on bills,2017-01-28T20:40:16.134000+00:00,0.9285714285714286
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 69}",116435340728012017Comcast.cust,,12a5b3c8919759b6aa6b4ced6e617131,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646239 by fwph"", ""2017-04-19T14:16:09.826592: B retag data from 20170413""]",BAS,,,,B,,BAS,"('cctraining', 'bretag20170413', 441)",I have two accounts,2017-01-28T21:02:41.997000+00:00,0.9285714285714286
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 70}",281218301222012017Comcast.cust,,9b9f71303dc3d30f52ede1744e354293,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646279 by fwph""]",BS,,,,BS,,BS,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 195}","I need to add AMC and bravo, what package includes it?",2017-01-26T03:12:17.065000+00:00,0.8125
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 71}",812949281013012014Comcast.USRIMS,,ede55af76ae13af92a24db4c8cd4c606,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646310 by fwph""]",B,,,,BS,,BS,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 350}",I want to change my plan,2017-01-22T13:13:46.494000+00:00,0.8125
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 72}",259012380609062015Comcast.cust,,27b9c892fe8e1c3e1dcd8f2fc4a22f07,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646343 by fwph""]",ATT,,,,RV,,ATT,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 115}",I would like to be available to watch live games on my phone,2017-01-28T08:49:03.604000+00:00,0.36363636363636365
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 73}",072720040111085319COMCAST.USRMIG,,5c31c8bb6ea6b8ba3d77a1c27ad13c36,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646374 by fwph""]",RICS,,,,RICS,,RICS,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 29}",Internet speed to my house,2017-01-24T04:52:37.246000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 74}",762424190802102015Comcast.cust,,1a6030f14ca3363a36b599c4f49321e0,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646407 by fwph""]",STX,,,,BBCD,,BB,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 201}","Last time it didn't come out, so I paid it and it came out twice.",2017-01-24T22:12:36.478000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 75}",197617380114072016Comcast.cust,"O,R,O",0bdbe7016a421636a435119d2ebc5dbf,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646436 by fwph"", ""retagged by fwph on 2017-02-17: RT RV abandons retag from comcast"", ""retagged by andymaheshw on 2017-02-28: retagging per comcast tags on sampling 2/28/2017""]",O,,,,R,"""abandons"",O",O,"{'record': 0, 'flavor': '', 'corpus': 'conflicts.csv'}",Log out,2017-01-26T22:34:45.111000+00:00,0.3076923076923077
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 76}",555049540523012013Comcast.USRIMS,,073bae971f81e96cf355ccbb6b4cb85a,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646466 by fwph""]",RTV,,,,RTV,,RTV,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 356}",Manage dvr,2017-01-26T20:39:14.828000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 77}",946459441114042016Comcast.cust,,141dfce2ef66c711832ffcef76cd025a,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646521 by fwph""]",B,,,,B,,B,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 360}",My profile,2017-01-29T00:40:22.816000+00:00,0.9285714285714286
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 78}",733735401610052006Comcast.USR7JR,,f21a0d32c89774c259b4b44e3989635a,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646556 by fwph""]",RH,,,,RH,,RH,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 4}",Need a copy of the home security certificate for insurance purposes,2017-01-27T20:39:54.225000+00:00,0.05555555555555555
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 79}",804420040706002423Comcast.USROSP,,979a086f4c89f3f25b01d24671a01964,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646586 by fwph""]",RIN,,,,RIN,,RIN,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 74}",Norton for iPad,2017-01-22T14:28:24.241000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 80}",327552281617092007Comcast.USR8JR,,e5a5884f6b3f39e5d145afbf3205225e,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646617 by fwph""]",LP,,,,LP,,LN,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 274}",On demand password,2017-01-28T23:00:27.284000+00:00,0.375
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 81}",028220040111081659COMCAST.USRMIG,,fe51d5c3424b9ad3f5f739c3f8936dc3,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646651 by fwph""]",RTG,,,,O,,RTR,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 209}",Pairing a temote,2017-01-24T21:36:06.191000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 82}",689450071117052015Comcast.USRIMS,,4413e185a3dc4e4115b32237569af43a,known_good,"[""autotagged on 2017-02-08T15:36:16.646682 by fwph""]",LC,,,,O,,LC,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 371}",Parental controls,2017-01-24T15:20:30.336000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 83}",374301530413102016Comcast.cust,,0f62a0fbf87239426246063dc31d54b9,known_good,"[""autotagged on 2017-02-08T15:36:16.646715 by fwph""]",LP,,,,LP,,LP,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 372}",Password,2017-01-25T01:31:57.456000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 84}",905406390712012017Comcast.cust,,b939226a451f93b55f73f13d4de03f94,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646746 by fwph""]",OS,,,,RV,,OS,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 210}",Phone number for tech support,2017-01-24T12:35:25.026000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 85}",044635540317012005Comcast.USR9JR,,18a4ca36d4d5442d6bfadc3e97946fe6,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646777 by fwph""]",OS,,,,OS,,OS,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 40}",Please call,2017-01-22T22:07:41.996000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 86}",384747570621072014Comcast.USRIMS,,3310b85844cc28845f7af4db2d14b4d7,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646807 by fwph""]",RTR,,,,RTR,,RTR,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 385}",Program my remote,2017-01-26T03:24:31.187000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 87}",932810231127032015Comcast.USRIMS,,c994648b57133cd06ea23ed50f4303d3,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646836 by fwph""]",BS,,,,BS,,BS,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 126}",Purchase,2017-01-24T01:14:16.997000+00:00,0.8125
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 88}",325527501612092011Comcast.USR8JR,"RT,RTE",3fcc78316f48734995702ff504004dd6,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646866 by fwph"", ""retagged by andymaheshw on 2017-02-22: aligning tags 2/22/2017""]",RTE,,,,RT,RTE,RTE,"{'flavor': '', 'corpus': '/Users/andymaheshw/Documents/Retagging20170222/conflicts.csv', 'record': 12}",Rdk03036,2017-01-29T05:42:32.402000+00:00,0.35294117647058826
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 89}",553358320408072016Comcast.cust,,00f1600aa203183ceccb90cbf54a2908,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646897 by fwph""]",RTR,,,,RTR,,RTR,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 216}",Remote does not pair,2017-01-22T21:22:39.973000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 90}",478654550502012014Comcast.USRIMS,,17e96550327cd19b80e2502a78a82fa4,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646927 by fwph""]",R,,,,BC,,R,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 242}",Remove connected devices,2017-01-26T22:25:55.161000+00:00,0.5384615384615384
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 91}",155127301218042016Comcast.cust,,f58ddcb7088658f77d81fdeff9415522,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.646957 by fwph""]",OS,,,,OS,,OS,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 1}",Request a call back,2017-01-28T16:30:26.564000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 92}",867415000331032016Comcast.cust,,59bdf28b2c80d80748339905be7b4d16,known_good,"[""autotagged on 2017-02-08T15:36:16.646986 by fwph""]",R,,,,R,,R,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 391}",Restart,2017-01-24T23:48:06.556000+00:00,0.5384615384615384
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 93}",422342240301052012Comcast.USRIMS,R,b347532ace9427120cb6ef6f06319404,known_good,"[""autotagged on 2017-02-08T15:36:16.647019 by fwph"", ""2017-05-18T11:29:38.520980: new tags from comcast based on 20170402 sample""]",RI,,,,R,,RI,"('comcast', 'tagsource20170517', 112)",Restart modem,2017-01-26T05:12:09.614000+00:00,0.5384615384615384
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 94}",291204321912022011Comcast.USR7JR,,f279c4040bd51e296c2168bb5a23c4d0,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647050 by fwph""]",R,,,,R,,R,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 220}",Send refresh signal,2017-01-23T21:56:48.140000+00:00,0.5384615384615384
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 95}",297447391721032007Comcast.USR1JR,,ba7912405183525680115fc0db9b86ef,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647080 by fwph""]",BS,,,,BS,,BS,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 14}",Service upgrade,2017-01-28T17:14:36.289000+00:00,0.8125
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 96}",463259271221012017Comcast.cust,,544599b7a229aaa27a44244c788cd91a,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647111 by fwph""]",RIW,,,,RIW,,RIW,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 221}",Set up wifi password,2017-01-27T00:39:22.805000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 97}",396219520914112011Comcast.cust,,87ec47534b72d2e3e76cd068d09790c8,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647144 by fwph""]",RICS,,,,RICS,,RICS,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 396}",Speed test,2017-01-28T23:50:46.579000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 98}",238751101602012007Comcast.USR9JR,,cd05dad895eb76123eda46074a118a79,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647173 by fwph""]",BB,,,,BB,,BB,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 270}",Statement,2017-01-26T14:32:32.788000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 99}",863744160512102016Comcast.cust,O,e962e0bb161889126fe24f4d165c804f,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647203 by fwph"", ""2017-07-21T17:01:05.607035: autotagged by fwph""]",BX,,,,B,,BX,"('tagquestions20170713.csv', '', 86)",Store near me,2017-01-25T17:26:59.835000+00:00,0.3076923076923077
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 100}",991753230915082012Comcast.USRIMS,,543d0ec9aa079bc55e9fa1eca19594ad,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647236 by fwph""]",RTD,,,,R,,RTD,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 399}",Streampix,2017-01-26T04:03:20.082000+00:00,0.02631578947368421
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 101}",443328030906052015Comcast.USRIMS,,52b2b967b5066ead3a3246aabae04e0b,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647266 by fwph""]",B,,,,RTG,,BS,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 103}",Take channels off,2017-01-28T21:19:14.921000+00:00,0.8125
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 102}",061445041510102009Comcast.USR9JR,,ef9203f1c4597021b7e23e30978940db,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647296 by fwph""]",BC,,,,BC,,RT,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 223}",Turn off sap,2017-01-29T00:40:51.445000+00:00,0.35294117647058826
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 103}",829158320511012017Comcast.cust,,6bdbef0dec54e5571e6edb878bdc3f29,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647328 by fwph""]",RTG,,,,RT,,BS,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 142}",Up NBA,2017-01-26T01:18:54.826000+00:00,0.8125
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 104}",615720040702190406Comcast.USROSP,,0d33cda9409a2d1dbbf4cdb9f4c0168a,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647364 by fwph""]",BS,,,,B,,BS,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 407}",Update services,2017-01-27T22:17:43.436000+00:00,0.8125
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 105}",236929161806102009Comcast.USR0JR,,3520d7bbe11a2921da2c137dd65aa26f,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647393 by fwph"", ""2017-03-17T15:55:47.082203: retagging for 20170219 sample""]",LL,,,,LL,,LL,"('comcast-tags.csv', '', 240)",Username,2017-01-23T03:01:34.609000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 106}",117300411822022005Comcast.USR7JR,,e55f92d340fda7c36a26b12cebf0e764,known_good,"[""autotagged on 2017-02-08T15:36:16.647422 by fwph""]",BB,,,,BB,,BB,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 408}",View My Bill,2017-01-23T19:31:36.610000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 107}",973051320716062016Comcast.cust,,8267507854d3434cf0b043ce0ac08dcd,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647472 by fwph""]",BB,,,,BB,,BB,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 123}",View Statement,2017-01-24T19:01:26.251000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 108}",466050281019092012Comcast.USRIMS,B,5f88b8c3db47759cf2cdd8be3506cb64,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647504 by fwph"", ""2017-05-18T12:48:18.950890: data usage retagging for BD intent""]",BD,,,,BBI,,BD,"('usage-retagging.csv', '', 152)",View internet usage,2017-01-27T02:45:01.807000+00:00,0.9285714285714286
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 109}",505220441015042015Comcast.USRIMS,,58f12353d2dd6ceb8b52a7b808bf7da3,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647533 by fwph""]",RID,,,,RT,,R,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 292}",View registered device,2017-01-24T00:13:55.923000+00:00,0.5384615384615384
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 110}",566233110520062016Comcast.cust,,d208a35f4029add4e23c4bb3d85e11f5,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647567 by fwph""]",B,,,,B,,BB,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 225}",Want to see previous bills,2017-01-22T20:16:20.049000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 111}",919435460328092016Comcast.cust,RIC,b30d4c5bbbf42e4021ec9f992e73beb2,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647602 by fwph"", ""2017-08-16T18:30:18.887555: autotagged by lisa""]",RI,,,,RIC,,RICI,"('comcast-tagsource-ric.csv', '', 23)",We are having problems with getting Xbox Live to stay connected to the internet.,2017-01-28T22:32:33.651000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 112}",875351520221122016Comcast.cust,,2694eaf51f4d640bc892b492deeef882,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647641 by fwph""]",B,,,,B,,BS,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 129}",What are the different package options and what's the price difference from what I have,2017-01-25T15:03:14.111000+00:00,0.8125
"{'corpus': 'ccsrsprod', 'flavor': 'week20170122a', 'record': 113}",322535351116072014Comcast.USRIMS,,a7bace89d8e2e03accf2ebf9461e488e,ccSklearnLogitEnsemble,"[""autotagged on 2017-02-08T15:36:16.647673 by fwph""]",BC,,,,B,,BC,"{'corpus': 'tagging_source_comcast.csv', 'flavor': '', 'record': 227}",What is the fee for cancelling service,2017-01-24T20:45:16.159000+00:00,1.0
